# File created by:- track1
# Date:- 17/4/2009
# Source Name :- 3C48
#Time     Inner(AZ)  Outer(AZ)  Elevation 

 13:58:05  -230.210   129.790  65.685
 13:58:35  -230.336   129.664  65.594
 13:59:05  -230.461   129.539  65.503
 13:59:35  -230.585   129.415  65.411
 14:00:05  -230.708   129.292  65.320
 14:00:35  -230.829   129.171  65.228
 14:01:05  -230.950   129.050  65.136
 14:01:35  -231.069   128.931  65.044
 14:02:05  -231.188   128.812  64.952
 14:02:35  -231.305   128.695  64.859
 14:03:05  -231.421   128.579  64.767
 14:03:35  -231.536   128.464  64.674
 14:04:05  -231.650   128.350  64.581
 14:04:35  -231.764   128.236  64.488
 14:05:05  -231.876   128.124  64.395
 14:05:35  -231.987   128.013  64.302
 14:06:05  -232.097   127.903  64.209
 14:06:35  -232.206   127.794  64.115
 14:07:05  -232.314   127.686  64.021
 14:07:35  -232.421   127.579  63.928
 14:08:05  -232.527   127.473  63.834
 14:08:35  -232.632   127.368  63.740
 14:09:05  -232.737   127.263  63.645
 14:09:35  -232.840   127.160  63.551
 14:10:05  -232.942   127.058  63.457
 14:10:35  -233.044   126.956  63.362
 14:11:05  -233.144   126.856  63.267
 14:11:35  -233.244   126.756  63.172
 14:12:05  -233.342   126.658  63.078
 14:12:35  -233.440   126.560  62.982
 14:13:05  -233.537   126.463  62.887
 14:13:35  -233.633   126.367  62.792
 14:14:05  -233.728   126.272  62.697
 14:14:35  -233.822   126.178  62.601
 14:15:05  -233.916   126.084  62.505
 14:15:35  -234.009   125.991  62.410
 14:16:05  -234.100   125.900  62.314
 14:16:35  -234.191   125.809  62.218
 14:17:05  -234.281   125.719  62.122
 14:17:35  -234.371   125.629  62.025
 14:18:05  -234.459   125.541  61.929
 14:18:35  -234.547   125.453  61.833
 14:19:05  -234.634   125.366  61.736
 14:19:35  -234.720   125.280  61.639
 14:20:05  -234.805   125.195  61.543
 14:20:35  -234.890   125.110  61.446
 14:21:05  -234.973   125.027  61.349
 14:21:35  -235.056   124.944  61.252
 14:22:05  -235.139   124.861  61.155
 14:22:35  -235.220   124.780  61.057
 14:23:05  -235.301   124.699  60.960
 14:23:35  -235.381   124.619  60.863
 14:24:05  -235.460   124.540  60.765
 14:24:35  -235.539   124.461  60.668
 14:25:05  -235.617   124.383  60.570
 14:25:35  -235.694   124.306  60.472
 14:26:05  -235.771   124.229  60.374
 14:26:35  -235.846   124.154  60.276
 14:27:05  -235.922   124.078  60.178
 14:27:35  -235.996   124.004  60.080
 14:28:05  -236.070   123.930  59.982
 14:28:35  -236.143   123.857  59.883
 14:29:05  -236.215   123.785  59.785
 14:29:35  -236.287   123.713  59.687
 14:30:05  -236.358   123.642  59.588
 14:30:35  -236.429   123.571  59.489
 14:31:05  -236.498   123.502  59.391
 14:31:35  -236.567   123.433  59.292
 14:32:05  -236.636   123.364  59.193
 14:32:35  -236.704   123.296  59.094
 14:33:05  -236.771   123.229  58.995
 14:33:35  -236.838   123.162  58.896
 14:34:05  -236.904   123.096  58.797
 14:34:35  -236.969   123.031  58.697
 14:35:05  -237.034   122.966  58.598
 14:35:35  -237.099   122.901  58.499
 14:36:05  -237.162   122.838  58.399
 14:36:35  -237.225   122.775  58.300
 14:37:05  -237.288   122.712  58.200
 14:37:35  -237.350   122.650  58.100
 14:38:05  -237.411   122.589  58.001
 14:38:35  -237.472   122.528  57.901
 14:39:05  -237.532   122.468  57.801
 14:39:35  -237.592   122.408  57.701
 14:40:05  -237.651   122.349  57.601
 14:40:35  -237.710   122.290  57.501
 14:41:05  -237.768   122.232  57.401
 14:41:35  -237.825   122.175  57.300
 14:42:05  -237.882   122.118  57.200
 14:42:35  -237.938   122.062  57.100
 14:43:05  -237.994   122.006  56.999
 14:43:35  -238.050   121.950  56.899
 14:44:05  -238.105   121.895  56.798
 14:44:35  -238.159   121.841  56.698
 14:45:05  -238.213   121.787  56.597
 14:45:35  -238.266   121.734  56.496
 14:46:05  -238.319   121.681  56.396
 14:46:35  -238.371   121.629  56.295
 14:47:05  -238.423   121.577  56.194
 14:47:35  -238.475   121.525  56.093
 14:48:05  -238.526   121.474  55.992
 14:48:35  -238.576   121.424  55.891
 14:49:05  -238.626   121.374  55.790
 14:49:35  -238.675   121.325  55.689
 14:50:05  -238.724   121.276  55.588
 14:50:35  -238.773   121.227  55.486
 14:51:05  -238.821   121.179  55.385
 14:51:35  -238.868   121.132  55.284
 14:52:05  -238.916   121.084  55.182
 14:52:35  -238.962   121.038  55.081
 14:53:05  -239.009   120.991  54.979
 14:53:35  -239.054   120.946  54.878
 14:54:05  -239.100   120.900  54.776
 14:54:35  -239.145   120.855  54.674
 14:55:05  -239.189   120.811  54.573
 14:55:35  -239.233   120.767  54.471
 14:56:05  -239.277   120.723  54.369
 14:56:35  -239.320   120.680  54.267
 14:57:05  -239.363   120.637  54.165
 14:57:35  -239.405   120.595  54.064
 14:58:05  -239.447   120.553  53.962
 14:58:35  -239.489   120.511  53.860
 14:59:05  -239.530   120.470  53.757
 14:59:35  -239.570   120.430  53.655
 15:00:05  -239.611   120.389  53.553
 15:00:35  -239.651   120.349  53.451
 15:01:05  -239.690   120.310  53.349
 15:01:35  -239.729   120.271  53.247
 15:02:05  -239.768   120.232  53.144
 15:02:35  -239.806   120.194  53.042
 15:03:05  -239.844   120.156  52.939
 15:03:35  -239.882   120.118  52.837
 15:04:05  -239.919   120.081  52.735
 15:04:35  -239.956   120.044  52.632
 15:05:05  -239.992   120.008  52.529
 15:05:35  -240.028   119.972  52.427
 15:06:05  -240.064   119.936  52.324
 15:06:35  -240.099   119.901  52.222
 15:07:05  -240.134   119.866  52.119
 15:07:35  -240.169   119.831  52.016
 15:08:05  -240.203   119.797  51.913
 15:08:35  -240.237   119.763  51.811
 15:09:05  -240.271   119.729  51.708
 15:09:35  -240.304   119.696  51.605
 15:10:05  -240.337   119.663  51.502
 15:10:35  -240.369   119.631  51.399
 15:11:05  -240.402   119.598  51.296
 15:11:35  -240.433   119.567  51.193
 15:12:05  -240.465   119.535  51.090
 15:12:35  -240.496   119.504  50.987
 15:13:05  -240.527   119.473  50.884
 15:13:35  -240.557   119.443  50.781
 15:14:05  -240.587   119.413  50.678
 15:14:35  -240.617   119.383  50.574
 15:15:05  -240.647   119.353  50.471
 15:15:35  -240.676   119.324  50.368
 15:16:05  -240.705   119.295  50.265
 15:16:35  -240.733   119.267  50.161
 15:17:05  -240.762   119.238  50.058
 15:17:35  -240.790   119.210  49.955
 15:18:05  -240.817   119.183  49.851
 15:18:35  -240.844   119.156  49.748
 15:19:05  -240.871   119.129  49.644
 15:19:35  -240.898   119.102  49.541
 15:20:05  -240.925   119.075  49.437
 15:20:35  -240.951   119.049  49.334
 15:21:05  -240.976   119.024  49.230
 15:21:35  -241.002   118.998  49.127
 15:22:05  -241.027   118.973  49.023
 15:22:35  -241.052   118.948  48.920
 15:23:05  -241.077   118.923  48.816
 15:23:35  -241.101   118.899  48.712
 15:24:05  -241.125   118.875  48.608
 15:24:35  -241.149   118.851  48.505
 15:25:05  -241.172   118.828  48.401
 15:25:35  -241.195   118.805  48.297
 15:26:05  -241.218   118.782  48.193
 15:26:35  -241.241   118.759  48.090
 15:27:05  -241.263   118.737  47.986
 15:27:35  -241.285   118.715  47.882
 15:28:05  -241.307   118.693  47.778
 15:28:35  -241.328   118.672  47.674
 15:29:05  -241.350   118.650  47.570
 15:29:35  -241.371   118.629  47.466
 15:30:05  -241.391   118.609  47.362
 15:30:35  -241.412   118.588  47.258
 15:31:05  -241.432   118.568  47.154
 15:31:35  -241.452   118.548  47.050
 15:32:05  -241.472   118.528  46.946
 15:32:35  -241.491   118.509  46.842
 15:33:05  -241.510   118.490  46.738
 15:33:35  -241.529   118.471  46.634
 15:34:05  -241.548   118.452  46.530
 15:34:35  -241.566   118.434  46.426
 15:35:05  -241.584   118.416  46.321
 15:35:35  -241.602   118.398  46.217
 15:36:05  -241.620   118.380  46.113
 15:36:35  -241.637   118.363  46.009
 15:37:05  -241.654   118.346  45.905
 15:37:35  -241.671   118.329  45.800
 15:38:05  -241.688   118.312  45.696
 15:38:35  -241.704   118.296  45.592
 15:39:05  -241.720   118.280  45.488
 15:39:35  -241.736   118.264  45.383
 15:40:05  -241.752   118.248  45.279
 15:40:35  -241.768   118.232  45.175
 15:41:05  -241.783   118.217  45.070
 15:41:35  -241.798   118.202  44.966
 15:42:05  -241.813   118.187  44.861
 15:42:35  -241.827   118.173  44.757
 15:43:05  -241.841   118.159  44.653
 15:43:35  -241.856   118.144  44.548
 15:44:05  -241.869   118.131  44.444
 15:44:35  -241.883   118.117  44.339
 15:45:05  -241.896   118.104  44.235
 15:45:35  -241.910   118.090  44.130
 15:46:05  -241.923   118.077  44.026
 15:46:35  -241.935   118.065  43.921
 15:47:05  -241.948   118.052  43.817
 15:47:35  -241.960   118.040  43.712
 15:48:05  -241.972   118.028  43.608
 15:48:35  -241.984   118.016  43.503
 15:49:05  -241.996   118.004  43.399
 15:49:35  -242.007   117.993  43.294
 15:50:05  -242.019   117.981  43.189
 15:50:35  -242.030   117.970  43.085
 15:51:05  -242.041   117.959  42.980
 15:51:35  -242.051   117.949  42.876
 15:52:05  -242.062   117.938  42.771
 15:52:35  -242.072   117.928  42.666
 15:53:05  -242.082   117.918  42.562
 15:53:35  -242.092   117.908  42.457
 15:54:05  -242.101   117.899  42.352
 15:54:35  -242.111   117.889  42.248
 15:55:05  -242.120   117.880  42.143
 15:55:35  -242.129   117.871  42.038
 15:56:05  -242.138   117.862  41.934
 15:56:35  -242.146   117.854  41.829
 15:57:05  -242.155   117.845  41.724
 15:57:35  -242.163   117.837  41.619
 15:58:05  -242.171   117.829  41.515
 15:58:35  -242.179   117.821  41.410
 15:59:05  -242.186   117.814  41.305
 15:59:35  -242.194   117.806  41.200
 16:00:05  -242.201   117.799  41.096
 16:00:35  -242.208   117.792  40.991
 16:01:05  -242.215   117.785  40.886
 16:01:35  -242.222   117.778  40.781
 16:02:05  -242.228   117.772  40.676
 16:02:35  -242.235   117.765  40.572
 16:03:05  -242.241   117.759  40.467
 16:03:35  -242.247   117.753  40.362
 16:04:05  -242.253   117.747  40.257
 16:04:35  -242.258   117.742  40.152
 16:05:05  -242.264   117.736  40.048
 16:05:35  -242.269   117.731  39.943
 16:06:05  -242.274   117.726  39.838
 16:06:35  -242.279   117.721  39.733
 16:07:05  -242.283   117.717  39.628
 16:07:35  -242.288   117.712  39.523
 16:08:05  -242.292   117.708  39.418
 16:08:35  -242.296   117.704  39.314
 16:09:05  -242.300   117.700  39.209
 16:09:35  -242.304   117.696  39.104
 16:10:05  -242.308   117.692  38.999
 16:10:35  -242.311   117.689  38.894
 16:11:05  -242.315   117.685  38.789
 16:11:35  -242.318   117.682  38.684
 16:12:05  -242.321   117.679  38.579
 16:12:35  -242.323   117.677  38.475
 16:13:05  -242.326   117.674  38.370
 16:13:35  -242.329   117.671  38.265
 16:14:05  -242.331   117.669  38.160
 16:14:35  -242.333   117.667  38.055
 16:15:05  -242.335   117.665  37.950
 16:15:35  -242.337   117.663  37.845
 16:16:05  -242.338   117.662  37.740
 16:16:35  -242.340   117.660  37.635
 16:17:05  -242.341   117.659  37.531
 16:17:35  -242.342   117.658  37.426
 16:18:05  -242.343   117.657  37.321
 16:18:35  -242.344   117.656  37.216
 16:19:05  -242.345   117.655  37.111
 16:19:35  -242.345   117.655  37.006
 16:20:05  -242.346   117.654  36.901
 16:20:35  -242.346   117.654  36.796
 16:21:05  -242.346   117.654  36.691
 16:21:35  -242.346   117.654  36.586
 16:22:05  -242.345   117.655  36.481
 16:22:35  -242.345   117.655  36.376
 16:23:05  -242.344   117.656  36.272
 16:23:35  -242.344   117.656  36.167
 16:24:05  -242.343   117.657  36.062
 16:24:35  -242.342   117.658  35.957
 16:25:05  -242.340   117.660  35.852
 16:25:35  -242.339   117.661  35.747
 16:26:05  -242.337   117.663  35.642
 16:26:35  -242.336   117.664  35.537
 16:27:05  -242.334   117.666  35.432
 16:27:35  -242.332   117.668  35.327
 16:28:05  -242.330   117.670  35.223
 16:28:35  -242.328   117.672  35.118
 16:29:05  -242.325   117.675  35.013
 16:29:35  -242.323   117.677  34.908
 16:30:05  -242.320   117.680  34.803
 16:30:35  -242.317   117.683  34.698
 16:31:05  -242.314   117.686  34.593
 16:31:35  -242.311   117.689  34.488
 16:32:05  -242.308   117.692  34.383
 16:32:35  -242.304   117.696  34.279
 16:33:05  -242.301   117.699  34.174
 16:33:35  -242.297   117.703  34.069
 16:34:05  -242.293   117.707  33.964
 16:34:35  -242.289   117.711  33.859
 16:35:05  -242.285   117.715  33.754
 16:35:35  -242.281   117.719  33.649
 16:36:05  -242.276   117.724  33.545
 16:36:35  -242.272   117.728  33.440
 16:37:05  -242.267   117.733  33.335
 16:37:35  -242.262   117.738  33.230
 16:38:05  -242.257   117.743  33.125
 16:38:35  -242.252   117.748  33.020
 16:39:05  -242.247   117.753  32.916
 16:39:35  -242.242   117.758  32.811
 16:40:05  -242.236   117.764  32.706
 16:40:35  -242.231   117.769  32.601
 16:41:05  -242.225   117.775  32.496
 16:41:35  -242.219   117.781  32.392
 16:42:05  -242.213   117.787  32.287
 16:42:35  -242.207   117.793  32.182
 16:43:05  -242.200   117.800  32.077
 16:43:35  -242.194   117.806  31.972
 16:44:05  -242.187   117.813  31.868
 16:44:35  -242.180   117.820  31.763
 16:45:05  -242.174   117.826  31.658
 16:45:35  -242.167   117.833  31.553
 16:46:05  -242.159   117.841  31.449
 16:46:35  -242.152   117.848  31.344
 16:47:05  -242.145   117.855  31.239
 16:47:35  -242.137   117.863  31.135
 16:48:05  -242.130   117.870  31.030
 16:48:35  -242.122   117.878  30.925
 16:49:05  -242.114   117.886  30.820
 16:49:35  -242.106   117.894  30.716
 16:50:05  -242.098   117.902  30.611
 16:50:35  -242.090   117.910  30.506
 16:51:05  -242.081   117.919  30.402
 16:51:35  -242.073   117.927  30.297
 16:52:05  -242.064   117.936  30.192
 16:52:35  -242.055   117.945  30.088
 16:53:05  -242.046   117.954  29.983
 16:53:35  -242.037   117.963  29.879
 16:54:05  -242.028   117.972  29.774
 16:54:35  -242.019   117.981  29.669
 16:55:05  -242.009   117.991  29.565
 16:55:35  -242.000   118.000  29.460
 16:56:05  -241.990   118.010  29.356
 16:56:35  -241.980   118.020  29.251
 16:57:05  -241.970   118.030  29.146
 16:57:35  -241.960   118.040  29.042
 16:58:05  -241.950   118.050  28.937
 16:58:35  -241.940   118.060  28.833
 16:59:05  -241.930   118.070  28.728
 16:59:35  -241.919   118.081  28.624
 17:00:05  -241.908   118.092  28.519
 17:00:35  -241.898   118.102  28.415
 17:01:05  -241.887   118.113  28.310
 17:01:35  -241.876   118.124  28.206
 17:02:05  -241.865   118.135  28.101
 17:02:35  -241.853   118.147  27.997
 17:03:05  -241.842   118.158  27.893
 17:03:35  -241.830   118.170  27.788
 17:04:05  -241.819   118.181  27.684
 17:04:35  -241.807   118.193  27.579
 17:05:05  -241.795   118.205  27.475
 17:05:35  -241.783   118.217  27.371
 17:06:05  -241.771   118.229  27.266
 17:06:35  -241.759   118.241  27.162
 17:07:05  -241.747   118.253  27.058
 17:07:35  -241.734   118.266  26.953
 17:08:05  -241.722   118.278  26.849
 17:08:35  -241.709   118.291  26.745
 17:09:05  -241.696   118.304  26.640
 17:09:35  -241.683   118.317  26.536
 17:10:05  -241.670   118.330  26.432
 17:10:35  -241.657   118.343  26.328
 17:11:05  -241.644   118.356  26.223
 17:11:35  -241.631   118.369  26.119
 17:12:05  -241.617   118.383  26.015
 17:12:35  -241.604   118.396  25.911
 17:13:05  -241.590   118.410  25.807
 17:13:35  -241.576   118.424  25.702
 17:14:05  -241.562   118.438  25.598
 17:14:35  -241.548   118.452  25.494
 17:15:05  -241.534   118.466  25.390
 17:15:35  -241.520   118.480  25.286
 17:16:05  -241.505   118.495  25.182
 17:16:35  -241.491   118.509  25.078
 17:17:05  -241.476   118.524  24.974
 17:17:35  -241.461   118.539  24.869
 17:18:05  -241.446   118.554  24.765
 17:18:35  -241.432   118.568  24.661
 17:19:05  -241.416   118.584  24.557
 17:19:35  -241.401   118.599  24.453
 17:20:05  -241.386   118.614  24.349
 17:20:35  -241.371   118.629  24.245
 17:21:05  -241.355   118.645  24.141
 17:21:35  -241.339   118.661  24.038
 17:22:05  -241.324   118.676  23.934
 17:22:35  -241.308   118.692  23.830
 17:23:05  -241.292   118.708  23.726
 17:23:35  -241.276   118.724  23.622
 17:24:05  -241.260   118.740  23.518
 17:24:35  -241.243   118.757  23.414
 17:25:05  -241.227   118.773  23.310
 17:25:35  -241.211   118.789  23.207
 17:26:05  -241.194   118.806  23.103
 17:26:35  -241.177   118.823  22.999
 17:27:05  -241.160   118.840  22.895
 17:27:35  -241.143   118.857  22.792
 17:28:05  -241.126   118.874  22.688
 17:28:35  -241.109   118.891  22.584
 17:29:05  -241.092   118.908  22.480
 17:29:35  -241.075   118.925  22.377
 17:30:05  -241.057   118.943  22.273
 17:30:35  -241.039   118.961  22.169
 17:31:05  -241.022   118.978  22.066
 17:31:35  -241.004   118.996  21.962
 17:32:05  -240.986   119.014  21.859
 17:32:35  -240.968   119.032  21.755
 17:33:05  -240.950   119.050  21.651
 17:33:35  -240.932   119.068  21.548
 17:34:05  -240.913   119.087  21.444
 17:34:35  -240.895   119.105  21.341
 17:35:05  -240.876   119.124  21.237
 17:35:35  -240.858   119.142  21.134
 17:36:05  -240.839   119.161  21.031
 17:36:35  -240.820   119.180  20.927
 17:37:05  -240.801   119.199  20.824
 17:37:35  -240.782   119.218  20.720
 17:38:05  -240.763   119.237  20.617
 17:38:35  -240.743   119.257  20.514
 17:39:05  -240.724   119.276  20.410
 17:39:35  -240.704   119.296  20.307
 17:40:05  -240.685   119.315  20.204
 17:40:35  -240.665   119.335  20.101
 17:41:05  -240.645   119.355  19.997
 17:41:35  -240.625   119.375  19.894
 17:42:05  -240.605   119.395  19.791
 17:42:35  -240.585   119.415  19.688
 17:43:05  -240.565   119.435  19.584
 17:43:35  -240.545   119.455  19.481
 17:44:05  -240.524   119.476  19.378
 17:44:35  -240.504   119.496  19.275
 17:45:05  -240.483   119.517  19.172
 17:45:35  -240.462   119.538  19.069
 17:46:05  -240.441   119.559  18.966
 17:46:35  -240.420   119.580  18.863
 17:47:05  -240.399   119.601  18.760
 17:47:35  -240.378   119.622  18.657
 17:48:05  -240.357   119.643  18.554
 17:48:35  -240.335   119.665  18.451
 17:49:05  -240.314   119.686  18.348
 17:49:35  -240.292   119.708  18.245
 17:50:05  -240.270   119.730  18.142
 17:50:35  -240.249   119.751  18.040
 17:51:05  -240.227   119.773  17.937
 17:51:35  -240.205   119.795  17.834
 17:52:05  -240.183   119.817  17.731
 17:52:35  -240.160   119.840  17.628
 17:53:05  -240.138   119.862  17.526
 17:53:35  -240.115   119.885  17.423
 17:54:05  -240.093   119.907  17.320
 17:54:35  -240.070   119.930  17.218
 17:55:05  -240.048   119.952  17.115
 17:55:35  -240.025   119.975  17.012
 17:56:05  -240.002   119.998  16.910
 17:56:35  -239.979   120.021  16.807
 17:57:05  -239.955   120.045  16.705
 17:57:35  -239.932   120.068  16.602
 17:58:05  -239.909   120.091  16.500
 17:58:35  -239.885   120.115  16.397
 17:59:05  -239.862   120.138  16.295
 17:59:35  -239.838   120.162  16.192
 18:00:05  -239.814   120.186  16.090
 18:00:35  -239.790   120.210  15.988
 18:01:05  -239.766   120.234  15.885
 18:01:35  -239.742   120.258  15.783
 18:02:05  -239.718   120.282  15.681
 18:02:35  -239.694   120.306  15.578
 18:03:05  -239.669   120.331  15.476
 18:03:35  -239.645   120.355  15.374
 18:04:05  -239.620   120.380  15.272
 18:04:35  -239.596   120.404  15.170
 18:05:05  -239.571   120.429  15.067
 18:05:35  -239.546   120.454  14.965
 18:06:05  -239.521   120.479  14.863
 18:06:35  -239.496   120.504  14.761
 18:07:05  -239.471   120.529  14.659
 18:07:35  -239.445   120.555  14.557
 18:08:05  -239.420   120.580  14.455
 18:08:35  -239.394   120.606  14.353
 18:09:05  -239.369   120.631  14.251
 18:09:35  -239.343   120.657  14.149
 18:10:05  -239.317   120.683  14.047
